feature,mean_importance
weight_sum_age,0.0004289593854663376
eat,0.00043265847407617517
weight,0.0009030030948222578
weight_sum_height,0.0016241405399000709
age_diff_height,0.002397808912393623
height_diff_weight,0.002460704997997276
age_diff_weight,0.0025223824049855235
weight_multiply_height,0.005121793728468649
age,0.006261372116881281
region,0.006998795271395042
age_ratio_weight,0.012510326614153966
height,0.013009852309937476
weight_ratio_height,0.020570332660675483
weight_ratio_age,0.021733636660886735
schedule,0.02451219137481252
background,0.029278909052889778
experience,0.03822695009191389
howlong,0.04751279245155493
height_ratio_weight,0.06966725927548523
gender,0.5444241622248231
