feature,mean_importance
weight_sum_height,-0.00010678791239983054
eat,0.0005318195901351964
weight_sum_age,0.0008807095603919457
height_diff_weight,0.0013968510954557977
weight_multiply_height,0.0014798075322567717
age_diff_height,0.0017706142028341642
weight,0.0022295387602353943
age,0.005603053747104824
region,0.006918344833279633
age_ratio_weight,0.011314709963969383
height,0.012074970229436177
age_diff_weight,0.012864926174799129
schedule,0.023504555117994097
background,0.03135779481805077
weight_ratio_age,0.03355188199674055
experience,0.03765436257815043
height_ratio_weight,0.03935470264672368
weight_ratio_height,0.041084156882255994
howlong,0.049711394724588756
gender,0.5721866245107735
