feature,mean_importance
weight_sum_age,-0.00021438788914628358
weight_sum_height,0.00039041618442688943
weight,0.000417774205602639
eat,0.0007139882623140359
age_diff_height,0.0010140127261423215
weight_multiply_height,0.002558095128349913
age,0.0029903931786832484
height_diff_weight,0.003075179383894533
region,0.006046571630037756
age_ratio_weight,0.006309580011162152
age_diff_weight,0.009696072104688914
height,0.01298179686043216
weight_ratio_age,0.021064746936102264
weight_ratio_height,0.0213514349196088
schedule,0.022963237707327288
background,0.027678197147165517
experience,0.03540202577560011
howlong,0.04858869914303656
height_ratio_weight,0.061596610704227873
gender,0.5422134718484367
