feature,mean_importance
weight_sum_height,0.0001790042731029895
eat,0.0006601222825094455
weight_sum_age,0.0010818315261081457
height_diff_weight,0.001274451477721783
age_diff_height,0.0019005393936338932
weight_multiply_height,0.001960116138939061
age,0.003301270775483689
weight,0.005586174183762583
region,0.0057966154268558005
height,0.011992804346959918
age_diff_weight,0.01228406161383827
weight_ratio_height,0.02202246650178453
schedule,0.02399435519234753
age_ratio_weight,0.02714380629951335
background,0.03131877202543075
weight_ratio_age,0.03568773506894093
experience,0.038657431837872236
howlong,0.04630981663666348
height_ratio_weight,0.06577370513679479
gender,0.5979065835334465
