feature,mean_importance
weight_sum_height,-0.0003546187973196724
weight,-0.00018328206978416307
weight_sum_age,-9.242426245821278e-05
height_diff_weight,-3.415798150409044e-05
age_diff_height,0.0003053682255253043
weight_multiply_height,0.0003146632803326832
eat,0.0004455678678528807
age,0.0025419816891405376
weight_ratio_height,0.0049069469816700574
region,0.005776837576278349
weight_ratio_age,0.01061146904145024
age_ratio_weight,0.012498128623048855
height,0.01483096420562382
schedule,0.023926914318258375
background,0.03314777298617396
experience,0.03366655075246962
age_diff_weight,0.03709738132992885
howlong,0.05110005109853697
height_ratio_weight,0.06378610032055976
gender,0.566470909904635
