feature,mean_importance
weight_sum_age,-0.000286063086821281
weight_sum_height,-0.00012381863410424466
weight_multiply_height,-6.891806753677731e-05
weight,6.477689808578324e-05
eat,0.00018364172016832603
age_diff_height,0.00020508665221732336
height_diff_weight,0.0018019762488352743
age,0.0033045544435806097
region,0.006635414013303959
weight_ratio_age,0.006826642417988432
weight_ratio_height,0.007837665049497317
height,0.013897770172534924
age_ratio_weight,0.024074767191780096
schedule,0.024267815184078872
background,0.029157831211601253
experience,0.036187770109893144
age_diff_weight,0.04041955501317195
howlong,0.046168106469542655
height_ratio_weight,0.051584565513699256
gender,0.552642068864005
