feature,mean_importance
eat,0.00018811992494043305
weight_sum_age,0.00020928274246331257
weight_sum_height,0.0002724597797307271
weight,0.00027906838167648387
age_diff_height,0.0003029478382662987
weight_multiply_height,0.0004175489810187893
age,0.0011571469873380203
height_diff_weight,0.0012996719382888488
region,0.005872847876951981
weight_ratio_age,0.009211411911657974
age_ratio_weight,0.012040273447552064
height,0.013878447184406673
weight_ratio_height,0.014699644063139995
schedule,0.02284281582012353
background,0.028460182747145613
age_diff_weight,0.03193601666151924
experience,0.03285300696695761
height_ratio_weight,0.03853535201032697
howlong,0.047239918016899564
gender,0.5447510425853993
