feature,mean_importance
eat,0.00017028078166768655
weight_sum_height,0.00018646103416818381
age_diff_height,0.00027500745062856156
weight,0.00039420411368107366
weight_multiply_height,0.00052533060063642
weight_sum_age,0.0006144654035285079
height_diff_weight,0.0010922709626159377
age,0.0022980929822956964
weight_ratio_height,0.0037669178500758906
region,0.005422630943159546
weight_ratio_age,0.006282712451395655
height,0.01153109311241286
age_ratio_weight,0.02050888157418713
schedule,0.022375880120943836
background,0.02967052303713561
age_diff_weight,0.033853755699465436
experience,0.03541698332838237
howlong,0.047217221483446335
height_ratio_weight,0.06608676452403268
gender,0.5584242136540788
