feature,mean_importance
weight_sum_height,3.697780045823773e-05
eat,0.00022328994831768422
weight_multiply_height,0.0002619303771856596
weight_sum_age,0.00030959281502918046
weight,0.0005199265235784845
age_diff_height,0.0007645298509398324
height_diff_weight,0.001840066137819929
age,0.0021685098009467827
region,0.005848315074664235
weight_ratio_height,0.008803697807678767
weight_ratio_age,0.00963144822537142
height,0.015764307223176188
age_ratio_weight,0.019342585119270617
schedule,0.026407028477927585
background,0.031818934516225916
age_diff_weight,0.03574857240074879
experience,0.03737982832381034
howlong,0.04588921683783888
height_ratio_weight,0.056932322254570046
gender,0.5840199666898855
