feature,mean_importance
eat,3.888462203860965e-05
age_diff_height,0.00010797290010632898
weight_sum_height,0.00025044151126306645
weight_multiply_height,0.00040313658937868313
weight_sum_age,0.0004554895996923436
weight,0.0005440114810562835
height_diff_weight,0.003342998194005137
age,0.003799778116728508
region,0.006552785834572955
weight_ratio_age,0.006720333858723765
weight_ratio_height,0.010020590740209463
height,0.01569619208967333
age_ratio_weight,0.016582631913896646
schedule,0.024957056776012326
background,0.029570982016287058
experience,0.03569625965235478
height_ratio_weight,0.03860326550075761
howlong,0.04768388970289884
age_diff_weight,0.05320811860665138
gender,0.5605508583104399
