feature,mean_importance
eat,0.00010301989511152243
weight,0.00038239251493769053
weight_sum_height,0.0006448910863479207
weight_multiply_height,0.00070812573631579
weight_sum_age,0.0007259583438510408
age_diff_height,0.0012382385526738537
height_diff_weight,0.0017177509474438414
age,0.002812085077746884
weight_ratio_height,0.005990786579404994
region,0.0062885985113808164
weight_ratio_age,0.007488577180869749
height,0.016970579163034384
age_ratio_weight,0.01776842869786268
schedule,0.026350092604566423
background,0.03196477299369389
experience,0.03780086691956983
howlong,0.04563324193617115
age_diff_weight,0.05762651449348226
height_ratio_weight,0.06128139371272636
gender,0.5845449556716226
