feature,mean_importance
weight_sum_height,0.0002325709388332986
eat,0.0005428270958850901
weight,0.0006220424366215726
age_diff_height,0.00067678788713742
weight_multiply_height,0.0007165514028175113
weight_sum_age,0.0013243816106711548
height_diff_weight,0.0016679158118153349
weight_ratio_height,0.0025043333520598397
age,0.0033896265139846003
weight_ratio_age,0.004295874050408488
region,0.005611727139759004
height,0.013155059081368447
age_ratio_weight,0.018756366231466537
schedule,0.02345051426730419
background,0.029396357333237765
experience,0.03387302012357672
howlong,0.047940530134470374
age_diff_weight,0.049317713053752835
height_ratio_weight,0.07572250703750791
gender,0.5543405727617969
