feature,mean_importance
eat,6.57782126901596e-06
region,0.0052849877890309375
howlong,0.01161413404613132
schedule,0.01909260134038259
experience,0.020850933683881006
background,0.022898531340289723
height,0.027010601362976523
age,0.08068144372899944
athlete_id,0.08744283284640812
weight,0.27332364828745825
gender,0.5603646235973253
