0,0.245494363782524,
1,0.1912838173775153,
2,0.19044256882506758,
3,0.19026489112147793,
4,0.19049766220308642,
5,0.18876837789090095,
6,0.18873570656307825,
7,0.18864771235612682,
8,0.18860626791412566,
9,0.18871572387368532,
10,0.1881814822565186,
11,0.18841784195746308,
12,0.18835479939641722,
13,0.18859904865784383,
14,0.18833589313830834,
15,0.18881520960585801,
16,0.18886883040408198,
17,0.18804027266482443,
18,0.1883977192213388,
19,0.18860527272391128,
20,0.18802216267834043,
21,0.18845122032268374,
22,0.18869583591101105,
23,0.18839956438588207,
24,0.18810759140141808,
