feature,mean_importance
eat,-0.0007694960844882804
region,0.00034503437852471676
experience,0.01006717902389656
schedule,0.011755653891600232
howlong,0.01261623729302605
background,0.018007363671142924
height,0.054530282040598135
age,0.09913957591629381
athlete_id,0.10976822422171006
weight,0.3280354477667055
gender,0.5224548638496871
