feature,mean_importance
weight_sum_age,-0.0002710891981514307
weight_sum_height,-0.0001497594104603761
eat,0.00011307767869992436
weight_multiply_height,0.0002739104062628339
height_diff_weight,0.00041579250872396113
weight,0.0005068258471824238
age,0.004545314582446319
region,0.006111939476256212
age_diff_weight,0.006967372939544037
howlong,0.012528231050827694
height,0.013111548813915214
athlete_id_ratio_weight,0.015018592348129162
schedule,0.01651418545850299
height_ratio_weight,0.01658351870668622
weight_ratio_age,0.018353489938284662
background,0.022841280070317466
experience,0.023698786477109757
age_ratio_weight,0.025814507836843102
athlete_id,0.0277005211513776
weight_ratio_height,0.03747557276729666
gender,0.5258523112688787
