feature,mean_importance
weight_sum_age,0.00037304542610276935
weight_sum_height,0.0010487236628557218
eat,0.0010717387112737287
age_diff_height,0.0014663016540186092
weight_multiply_height,0.0017062580040924312
region,0.006194652677123325
height_diff_weight,0.0070383645653136154
age,0.007113218318512027
weight,0.008022268872271709
height,0.011727480717936634
age_diff_weight,0.01333780118273985
age_ratio_weight,0.014109456701552415
schedule,0.021345109605998315
weight_ratio_age,0.02450442181605388
background,0.02747291750158899
weight_ratio_height,0.03432925515243005
experience,0.03545703164497684
howlong,0.04912845095212672
height_ratio_weight,0.05817019137789995
gender,0.5295554540149383
