feature,mean_importance
eat,0.00047362409581570565
weight_multiply_height,0.0006936868245235372
weight_sum_age,0.0007647500353919811
weight_sum_height,0.001109006121240863
age_diff_height,0.0020600763216492347
height_diff_weight,0.003170168509032528
region,0.003945845237610063
age,0.007848144810314922
height,0.009979830220276115
weight,0.009986215313736474
age_diff_weight,0.0107100143036514
age_ratio_weight,0.020674755832804686
schedule,0.02235376993117612
weight_ratio_age,0.024116473832169055
background,0.030498677218703602
weight_ratio_height,0.030775520436640606
experience,0.03982661306108368
howlong,0.04959964080402937
height_ratio_weight,0.06241238205067521
gender,0.5448807652910584
