feature,mean_importance
eat,0.000622495339972351
age_diff_height,0.0008669508192404585
weight_sum_height,0.0014554662759736436
weight_sum_age,0.001729096263335922
weight_multiply_height,0.004199797759143614
height_diff_weight,0.00477510373210493
region,0.007656332247415543
age,0.009658051441084513
age_diff_weight,0.009837024611700962
height,0.011565430149605992
weight,0.01242178860586175
schedule,0.02296913997455844
weight_ratio_age,0.023537585891123803
age_ratio_weight,0.028462494177737763
background,0.030470829527940523
weight_ratio_height,0.032599026367546836
experience,0.038108331041531815
howlong,0.04886794531727686
height_ratio_weight,0.07953601288643289
gender,0.5744729276148466
