feature,mean_importance
weight,0.00022444183972322173
eat,0.00040080873297533294
weight_sum_age,0.0007481229094475905
weight_multiply_height,0.0008040750568190536
age_diff_height,0.0031417571347770014
region,0.006302749216981674
weight_sum_height,0.006506472112941464
age,0.010570620079785032
age_ratio_weight,0.010626417245439335
height_diff_weight,0.0118637445435265
age_diff_weight,0.011897418746322974
height,0.013237351718840629
schedule,0.02384175809526118
weight_ratio_age,0.026598202151195394
weight_ratio_height,0.0299972115054134
background,0.03227666304491731
height_ratio_weight,0.03548573510092908
experience,0.04063646261420408
howlong,0.048849038334598714
gender,0.5619408333988877
