feature,mean_importance
eat,6.538418408575941e-05
weight_sum_age,0.001283523770540862
weight,0.0017074424238558762
age_diff_height,0.0030986965567951887
weight_multiply_height,0.003385744191524831
weight_sum_height,0.005248296072216318
age_diff_weight,0.006311450440557309
region,0.006349961243620928
age_ratio_weight,0.010909124210562015
age,0.011411367597745447
height_diff_weight,0.013278826519021925
height,0.015403566061318296
schedule,0.02370731382952519
weight_ratio_age,0.024838503259634527
background,0.03306838520216323
height_ratio_weight,0.03602302967909836
experience,0.03994506215306829
weight_ratio_height,0.040676590774332444
howlong,0.04468093913936004
gender,0.5593633564940348
