feature,mean_importance
height_diff_weight,-0.0004959308088038517
weight_sum_height,-0.000270079008119084
weight,7.612899189518574e-05
eat,0.00020497962866273257
weight_sum_age,0.0003906614839038924
weight_multiply_height,0.0009559875084183544
age_diff_weight,0.0051404438813932194
region,0.0061872082584316975
age,0.007738700928713755
height,0.011817601001009991
howlong,0.012203846239251238
schedule,0.01526814407596504
weight_ratio_age,0.01595703874676214
age_ratio_weight,0.016507802622760536
athlete_id,0.020898169814192874
athlete_id_ratio_weight,0.021199255516232696
background,0.02275304525188825
experience,0.023799381907379725
height_ratio_weight,0.025228106143046346
weight_ratio_height,0.03545388180530693
gender,0.530410715579601
