feature,mean_importance
eat,0.0008054602802771094
region,0.0059860000474066585
howlong,0.011809105199463548
schedule,0.01801771434143435
experience,0.021289456049420997
background,0.02355706650744794
height,0.03381671785181953
age,0.0814839437273738
athlete_id,0.08700101504451026
weight,0.2935097857230459
gender,0.49940702876833304
