feature,mean_importance
weight,-0.00019073012666874224
weight_sum_age,-0.00019053080582935312
weight_sum_height,6.509028068831247e-05
weight_multiply_height,0.00012346911794284822
eat,0.0006358349293623056
height_diff_weight,0.004106042096842089
region,0.0071946240603159685
age,0.011487646997392265
howlong,0.01275622356721356
height,0.01289481292250384
weight_ratio_age,0.013586515309849645
athlete_id,0.015227705786969258
weight_ratio_height,0.015864557328210065
schedule,0.016407300658410458
age_ratio_weight,0.017879734209087776
age_diff_weight,0.022850733043065025
background,0.02304675980730144
experience,0.024510633915687315
height_ratio_weight,0.030774778457979445
athlete_id_ratio_weight,0.034566655307647076
gender,0.5202296277000185
