feature,mean_importance
eat,-0.0001298523658771422
weight,-6.800378515865457e-05
weight_sum_height,0.00018089485897853085
weight_sum_age,0.0003056593401977059
height_diff_weight,0.0010788570097286232
weight_multiply_height,0.0012346880828913499
age_diff_weight,0.0017949010209971806
weight_ratio_age,0.006060600260961196
region,0.006486245294294884
age,0.00829630496612031
athlete_id,0.010720872870392934
howlong,0.011740908934203431
height,0.012639194216526766
schedule,0.01518335962627405
weight_ratio_height,0.01832997332967834
age_ratio_weight,0.02130329628999586
experience,0.022798799232465382
background,0.023456540173158357
athlete_id_ratio_weight,0.038842578946534645
height_ratio_weight,0.04144880162108616
gender,0.5243212683785103
