feature,mean_importance
weight_sum_height,0.00015856362139481383
weight_sum_age,0.000449730898983236
age_diff_height,0.0005391627662261866
eat,0.0005926604228862931
weight_multiply_height,0.0017442925090249916
age,0.002111319326516747
weight,0.00269381905784154
age_diff_weight,0.005656829102372818
region,0.006860106857183301
height_diff_weight,0.007129853151290211
age_ratio_weight,0.01332590670430559
height,0.014016614954336426
weight_ratio_age,0.019957203907256093
schedule,0.0213824769511902
weight_ratio_height,0.026860643903986025
background,0.027557877637022332
experience,0.03525917955383077
howlong,0.049489797804309524
height_ratio_weight,0.05012391568001469
gender,0.5408449793537233
