feature,mean_importance
eat,0.00042360650311569216
weight_sum_height,0.0008165471999150408
weight_sum_age,0.0008258425095841848
weight_multiply_height,0.0008478327628523297
weight,0.0016320128252487742
age_diff_height,0.0033369916005789647
height_diff_weight,0.004143446555556573
age,0.004936130279347084
region,0.006445107687253526
age_ratio_weight,0.01038920258364251
age_diff_weight,0.010942041262343239
height,0.014397459837743497
weight_ratio_age,0.014410944645366797
schedule,0.023197960173927168
height_ratio_weight,0.025334396733882058
background,0.032279382932009326
weight_ratio_height,0.0331173052375209
experience,0.0393183745948281
howlong,0.04950329619206313
gender,0.5570322867578952
