feature,mean_importance
weight_sum_age,-0.00020430587432896386
eat,0.0006321783272217662
weight,0.0012667407209978776
weight_sum_height,0.0017781660349338701
age_diff_height,0.0019503574681119574
weight_multiply_height,0.003401676262880138
age_diff_weight,0.004051751026241085
age,0.005546362674439332
region,0.0075601137116111106
height_diff_weight,0.008411870981792562
height,0.011699260311381892
weight_ratio_age,0.018518262430751782
schedule,0.023529390496993558
weight_ratio_height,0.025933405170302386
age_ratio_weight,0.02763280056246247
background,0.03056740016532416
experience,0.03838438511286443
howlong,0.04622662920261394
height_ratio_weight,0.05204288585667198
gender,0.5586973776403615
