feature,mean_importance
eat,0.00016425630231252651
weight_sum_age,0.000258356486287592
weight_multiply_height,0.0011374893810912445
weight_sum_height,0.0012224802199085505
age_diff_height,0.0015298398885398635
weight,0.003548164477464899
region,0.004185046735333519
age,0.004665056403555801
age_diff_weight,0.005579593719909038
height_diff_weight,0.0067915397405147624
height,0.010773540518068636
age_ratio_weight,0.016543863201805186
schedule,0.021365060263533596
weight_ratio_age,0.02187147570610052
weight_ratio_height,0.02882929869282862
background,0.030850638565646814
experience,0.03884609943868193
height_ratio_weight,0.041976316850730055
howlong,0.04737248625364691
gender,0.5462889683536687
