feature,mean_importance
eat,6.072508105133823e-05
Dist_Cluster_0,0.0003008566704911841
Cluster,0.0014827319652751692
Dist_Cluster_2,0.002615088710017749
Dist_Cluster_3,0.003593667610837764
region,0.005977292838485809
howlong,0.011928967463026413
Dist_Cluster_1,0.015695246500675837
schedule,0.016133637904133052
background,0.023685539193201592
experience,0.02406932084047821
age,0.02845681128731219
athlete_id,0.0354405847817047
height,0.03604648775706363
weight,0.28932254317654016
gender,0.525568450357739
