feature,mean_importance
eat,-0.0006482028225513803
weight,-0.00047334612869923685
weight_sum_height,-0.00044604622801590056
height_diff_weight,-0.00026007459997056114
weight_multiply_height,-4.2551891874009765e-05
weight_sum_age,0.0002617283071448928
age,0.003221568446630191
age_diff_weight,0.004649122181816989
region,0.006454913832583254
howlong,0.012036773338161666
height,0.01327740958193796
weight_ratio_age,0.016022676070768856
schedule,0.016191309274378722
height_ratio_weight,0.018589950704942747
athlete_id,0.01910135983518717
experience,0.02277587399180451
background,0.023105270517597216
age_ratio_weight,0.02395959152175357
athlete_id_ratio_weight,0.02531284826624669
weight_ratio_height,0.04456457061934166
gender,0.5399907511232086
