feature,mean_importance
region,2.2204460492503132e-17
eat,2.3554164733619044e-05
howlong,0.0011879996914451296
experience,0.0013225913649252186
height,0.0013249384132231756
schedule,0.004775833497476334
age,0.0087344593158022
background,0.010922308126401626
weight,0.020545263138534064
athlete_id,0.06009631232321413
gender,0.8528972421567799
