feature,mean_importance
weight,-0.00046602350071838216
weight_sum_age,-5.531769935755437e-05
weight_multiply_height,9.946387927349809e-05
weight_sum_height,0.0002308185451086353
eat,0.0004924854203855911
height_diff_weight,0.0016322428840966074
age_diff_weight,0.0053811117352172535
age,0.005481906520109492
region,0.005713731847152542
howlong,0.01206278983252601
height,0.012326663865352288
schedule,0.015430402593377667
athlete_id,0.02101247547726347
age_ratio_weight,0.021570882228480415
weight_ratio_height,0.021858839132794777
background,0.022707248353789927
experience,0.023800881441968874
athlete_id_ratio_weight,0.0298563310821217
weight_ratio_age,0.031170505873482513
height_ratio_weight,0.03854368749064248
gender,0.5304311956705539
