feature,mean_importance
weight_sum_age,0.0001853314590019528
eat,0.00038588879996453995
age_diff_height,0.0008773155728677484
weight_multiply_height,0.001107585565476199
weight_sum_height,0.0017150582332092102
weight,0.003790604780366963
height_diff_weight,0.005624505671989771
age,0.006655750410666428
region,0.0069326815097783545
height,0.011967124037196058
weight_ratio_age,0.012781471002309058
age_diff_weight,0.017217279866554074
age_ratio_weight,0.02132700809632459
schedule,0.023211089258986312
weight_ratio_height,0.030334495133476184
background,0.030771548725994496
experience,0.039014115955437384
howlong,0.046493727119507285
height_ratio_weight,0.05000550475312837
gender,0.5517321739455439
