feature,mean_importance
eat,0.00016427309083428822
weight_sum_age,0.0008198924530395391
weight,0.0011459721064277285
weight_sum_height,0.0012214736114551817
age_diff_height,0.0014230480224072361
weight_multiply_height,0.0015068032176403067
height_diff_weight,0.0047019880464735705
age,0.0052907089877186845
region,0.005515078491381453
age_ratio_weight,0.011660464289939165
height,0.013500434708986897
age_diff_weight,0.013782074858871896
schedule,0.023619156580296473
weight_ratio_age,0.024003558506287513
background,0.031629612207046034
height_ratio_weight,0.03329646369624767
experience,0.040877562767751674
howlong,0.04449158578386828
weight_ratio_height,0.04651991308378929
gender,0.5710883414482681
