feature,mean_importance
weight_sum_age,0.0001303318447339663
age_diff_height,0.0004816122211019458
eat,0.0004965928227671612
weight_sum_height,0.0006691276357102983
weight_multiply_height,0.0014377369753389656
age,0.002969423141382821
weight,0.003639564222993963
height_diff_weight,0.0043806690842944414
region,0.006023174510379115
age_ratio_weight,0.011191541114951475
height,0.012800860871687835
weight_ratio_age,0.015155215945614631
age_diff_weight,0.016267806703262788
schedule,0.02263840617468832
background,0.027466995967242967
weight_ratio_height,0.027480510221053623
experience,0.03621846150363507
height_ratio_weight,0.04707495504217137
howlong,0.04830734782939243
gender,0.5321205591862872
