feature,mean_importance
eat,-8.16553929305186e-05
weight_sum_age,-5.397319291490788e-05
weight_multiply_height,0.0005879874882450786
weight_sum_height,0.001365359956381279
age_diff_height,0.0014010617606188213
weight,0.002707551108955175
height_diff_weight,0.0038791266171399443
age,0.00416606540092323
region,0.00435855233498939
height,0.009612154549757885
age_diff_weight,0.01069647379093836
age_ratio_weight,0.016844577760103334
weight_ratio_age,0.020059494301383644
schedule,0.02202679899259366
weight_ratio_height,0.027744880197502726
background,0.030664435973756305
height_ratio_weight,0.03881437803464552
experience,0.04016262006532269
howlong,0.0466184493353513
gender,0.5384447320955073
