feature,mean_importance
weight_multiply_height,2.8353166611949644e-05
weight_sum_height,0.00014933980355212871
weight_sum_age,0.00035425540883674553
eat,0.0004539932624108123
weight,0.0010488059723885667
age_diff_height,0.00226505163277102
height_diff_weight,0.0034699039349135874
age,0.004288140874799329
region,0.0063745681253445045
age_diff_weight,0.008507378293117662
age_ratio_weight,0.011336543605583926
height,0.011403266841928484
schedule,0.023583118129274706
weight_ratio_age,0.025632746866087807
background,0.03189565779128063
height_ratio_weight,0.03474245490492798
experience,0.04025351266850423
weight_ratio_height,0.04159086080256247
howlong,0.04961972391583214
gender,0.5588617341758917
