feature,mean_importance
weight_multiply_height,-0.00047642587976035045
height_diff_weight,-0.0002654582130488803
eat,-0.00011249751196987234
weight_sum_age,-1.3616813826305973e-05
weight_sum_height,0.00012284571208335816
weight,0.0005988605218576803
age,0.004986683549806764
region,0.0060945727449643935
howlong,0.012037744434977548
height,0.014617526521008301
schedule,0.015929727553016044
athlete_id,0.01627592187218709
age_ratio_weight,0.01727192760515433
weight_ratio_age,0.019107237862196223
age_diff_weight,0.019273389519966256
experience,0.02253547639677847
height_ratio_weight,0.02271031007705097
background,0.02307001279241195
weight_ratio_height,0.023797198862483902
athlete_id_ratio_weight,0.029056455677689358
gender,0.5210176538738818
