feature,mean_importance
region,-1.7699218480507172e-06
name_jessica,-1.73514358131567e-08
name_kim,-7.395753129033902e-09
name_rodriguez,-7.390446171821896e-09
name_erin,-6.690055544850029e-09
name_tim,-6.588584470692139e-09
name_patrick,-5.848665164928158e-09
name_mark,-5.247441165220728e-09
name_dan,-4.992944264266763e-09
name_tom,-2.385281349405455e-09
name_aaron,-1.557450690018846e-09
name_jordan,-1.2336187369649363e-09
name_kevin,-5.614783583264712e-10
name_alex,-4.363243059487209e-10
name_taylor,-3.769226487567237e-10
name_craig,-2.912097434815629e-10
name_wilson,-1.664926037599321e-10
name_lauren,0.0
name_laura,0.0
name_kyle,0.0
name_lisa,0.0
name_kelly,0.0
name_katie,0.0
name_justin,0.0
name_julie,0.0
name_joshua,0.0
name_joseph,0.0
name_johnson,0.0
name_williams,0.0
name_joe,0.0
name_matt,0.0
name_matthew,0.0
name_miller,0.0
name_melissa,0.0
name_william,0.0
name_van,0.0
name_tyler,0.0
name_thomas,0.0
name_steven,0.0
name_steve,0.0
name_stephanie,0.0
name_smith,0.0
name_sean,0.0
name_megan,0.0
name_sara,0.0
name_robert,0.0
name_rob,0.0
name_richard,0.0
name_rachel,0.0
name_peter,0.0
name_nicole,0.0
name_nathan,0.0
name_mike,0.0
name_michelle,0.0
name_sam,0.0
name_jeremy,0.0
name_john,0.0
name_jeff,0.0
name_amy,0.0
name_anderson,0.0
name_jennifer,0.0
name_andrew,0.0
name_anthony,0.0
name_ashley,0.0
name_ben,0.0
name_brandon,0.0
name_brian,0.0
name_chad,0.0
name_amanda,0.0
name_christopher,0.0
name_danielle,0.0
name_chris,0.0
name_emily,0.0
name_eric,0.0
name_jason,0.0
team,0.0
name_garcia,0.0
name_heather,0.0
name_greg,0.0
affiliate,0.0
name_brown,1.0452030531761352e-10
name_adam,1.5971979948071732e-10
name_paul,4.232580991800957e-10
name_jones,5.306329262653227e-10
name_ryan,5.630168566631748e-10
name_martin,1.1120378388596485e-09
name_nick,1.2101935010941323e-09
name_jamie,1.5967321439439713e-09
name_jose,1.7639542910515655e-09
name_davis,1.8331123883045219e-09
name_josh,2.527370369047712e-09
name_scott,2.9656699981932743e-09
name_stephen,3.155988103439747e-09
name_daniel,3.334179148063428e-09
name_david,3.3382802014836256e-09
name_andrea,3.679117573248368e-09
name_lee,3.9894283501232535e-09
name_sarah,4.2222362462926176e-09
name_jonathan,4.495069821462553e-09
name_bryan,6.614314161453743e-09
name_james,6.919227652750633e-09
name_michael,1.1375103159825726e-08
name_martinez,1.1481752191535004e-08
filthy50,2.305282490173925e-07
run400,3.580403607412143e-07
height,4.7242102378442276e-07
gender,5.239056634134064e-07
helen,8.244399618754901e-07
run5k,9.082416478298143e-07
train,1.1542469298372073e-06
pullups,1.3025553884517589e-06
fran,1.7775779410260315e-06
grace,1.8040798474953606e-06
schedule,2.049686543612892e-06
weight,2.054354480714258e-06
athlete_id,2.138800087669343e-06
age,2.153095055450618e-06
fgonebad,2.3267940007098887e-06
howlong,2.6530311476810495e-06
background,2.8709649203457944e-06
eat,3.050352542790629e-06
experience,3.5186525745929103e-06
