feature,mean_importance
height_diff_weight,-0.0005253925681978078
weight,8.199260099551187e-05
weight_sum_age,9.527051970746325e-05
weight_multiply_height,9.842248734949766e-05
eat,0.00012801689376143455
weight_sum_height,0.0001855316078302527
age,0.005709675760071425
region,0.00759240366962986
howlong,0.012417984352845779
height,0.013902396706930003
age_diff_weight,0.015313382811223675
weight_ratio_age,0.01612709902905072
schedule,0.017049976323188543
weight_ratio_height,0.018348788468687253
athlete_id_ratio_weight,0.02012547472113364
background,0.02400022601511077
experience,0.02435527591676926
age_ratio_weight,0.02444319901584339
athlete_id,0.02764482003396762
height_ratio_weight,0.03467970016224451
gender,0.5135098871268067
