feature,mean_importance
eat,8.091097434950178e-05
region,0.0011185483230009674
experience,0.002320608241199673
howlong,0.004875579294527044
background,0.00492882794743873
height,0.0062001473327714775
schedule,0.021867899947161852
age,0.07280441266899021
athlete_id,0.1304331270772598
weight,0.1671796186426851
gender,0.6622688400049455
