feature,mean_importance
eat,0.0001465949740136474
weight,0.00044204890652876916
weight_multiply_height,0.0006820357544682354
weight_sum_age,0.0009222056463018769
weight_sum_height,0.002391953493027399
age_diff_height,0.002965097013654938
height_diff_weight,0.0034374879768854782
region,0.005827074962710788
age,0.0069690081125855065
age_diff_weight,0.011406987921363876
height,0.01304147579333631
age_ratio_weight,0.014140487796089729
schedule,0.023201219433517817
weight_ratio_age,0.02324508919925916
background,0.03223922044084391
height_ratio_weight,0.03309474987117718
experience,0.03998847389705018
howlong,0.043750945378220295
weight_ratio_height,0.04660949706379221
gender,0.5751684317555318
