feature,mean_importance
weight_sum_age,0.0006071949389420906
eat,0.0009777324131636845
weight_multiply_height,0.0017920892259087717
age_diff_height,0.001974138439647816
weight_sum_height,0.0032840550236621635
weight,0.006233855746884437
height_diff_weight,0.006733103207029611
age,0.00706227248375515
region,0.0075957141280938775
height,0.011703232451156249
weight_ratio_age,0.01912427178775094
age_ratio_weight,0.019394493414924246
age_diff_weight,0.021405702651169773
schedule,0.023533952028096244
background,0.03072356781357451
weight_ratio_height,0.030916066109586075
experience,0.0400955213075566
howlong,0.04744303604446003
height_ratio_weight,0.054610133910491784
gender,0.5564024341580531
