feature,mean_importance
weight_sum_age,6.81497613694515e-05
eat,0.00044105635404531054
weight_multiply_height,0.0005879492298245137
age_diff_height,0.001420827270971836
weight_sum_height,0.001448437778454026
region,0.003909109621943807
age,0.004265900328295847
weight,0.004588401203117554
height_diff_weight,0.0060160138111731935
height,0.008219999662624499
age_diff_weight,0.011943816260871709
weight_ratio_age,0.01902355735404194
age_ratio_weight,0.019679958296526624
schedule,0.021487130355169283
weight_ratio_height,0.023591349431450047
background,0.030537714825730013
experience,0.04146134543707121
howlong,0.04705399670464394
height_ratio_weight,0.0547731391652157
gender,0.5436849632887073
