feature,mean_importance
weight_sum_height,0.000171856415159366
weight,0.00025236409727281696
eat,0.0004655217860290883
weight_multiply_height,0.0008830224512075269
weight_sum_age,0.0010953948111549483
age_diff_height,0.0026930784519965667
height_diff_weight,0.004755315786752634
age,0.005927705575017039
region,0.006739654814809681
age_ratio_weight,0.010378349330453151
height,0.011258238708765167
age_diff_weight,0.013699484091873904
schedule,0.023920790004274016
weight_ratio_age,0.025067975040220604
height_ratio_weight,0.026961826549190014
background,0.03204396948070769
experience,0.03994953030409206
howlong,0.05066798794646641
weight_ratio_height,0.05527000848715796
gender,0.5679619288074315
