feature,mean_importance
weight,-0.0007623557249051974
athlete_id,-0.00024467923369918363
filthy50,-5.095296864596416e-06
helen,-3.514304833243838e-06
experience,-7.819834433406975e-07
fgonebad,-4.3215858918977703e-07
schedule,-3.898483508432953e-07
eat,-2.0697819475760763e-07
run400,-7.345314481138794e-08
name_matthew,0.0
name_martinez,0.0
name_megan,0.0
name_melissa,0.0
name_michael,0.0
name_michelle,0.0
name_mark,0.0
name_lisa,0.0
name_lee,0.0
name_lauren,0.0
name_matt,0.0
name_martin,0.0
name_kyle,0.0
name_mike,0.0
name_kim,0.0
name_kevin,0.0
name_kelly,0.0
name_katie,0.0
name_justin,0.0
name_julie,0.0
name_joshua,0.0
name_josh,0.0
name_joseph,0.0
name_jose,0.0
name_laura,0.0
name_miller,0.0
name_paul,0.0
name_nick,0.0
name_van,0.0
name_tyler,0.0
name_tom,0.0
name_tim,0.0
name_taylor,0.0
name_steven,0.0
name_steve,0.0
name_stephen,0.0
name_stephanie,0.0
name_smith,0.0
name_sean,0.0
name_scott,0.0
name_sarah,0.0
name_sara,0.0
name_sam,0.0
name_ryan,0.0
name_rodriguez,0.0
name_robert,0.0
name_rob,0.0
name_richard,0.0
name_rachel,0.0
name_peter,0.0
name_jordan,0.0
name_patrick,0.0
name_nicole,0.0
name_nathan,0.0
name_jones,0.0
name_joe,0.0
name_johnson,0.0
name_chad,0.0
name_carlos,0.0
name_bryan,0.0
name_brown,0.0
name_jonathan,0.0
name_brandon,0.0
name_ben,0.0
name_ashley,0.0
name_anthony,0.0
name_andrew,0.0
name_andrea,0.0
name_anderson,0.0
name_amy,0.0
name_amanda,0.0
name_alex,0.0
name_adam,0.0
name_aaron,0.0
background,0.0
team,0.0
name_chris,0.0
name_christopher,0.0
name_brian,0.0
name_dan,0.0
name_john,0.0
name_williams,0.0
name_jessica,0.0
name_craig,0.0
name_jennifer,0.0
name_jeff,0.0
name_jason,0.0
name_jamie,0.0
name_james,0.0
name_jeremy,0.0
name_greg,0.0
name_daniel,0.0
name_heather,0.0
name_danielle,0.0
name_david,0.0
name_wilson,0.0
name_emily,0.0
name_eric,0.0
name_erin,0.0
name_davis,0.0
name_garcia,0.0
gender,1.4247861251791457e-07
region,2.538221712618596e-07
name_thomas,1.1725862804244474e-06
train,1.9493117853896546e-06
grace,6.091046962376128e-06
howlong,6.444140476152393e-06
pullups,8.121157822625017e-06
height,2.0683782685634693e-05
run5k,0.0001649404981772271
affiliate,0.0003644005881535139
fran,0.0006053230581289133
age,0.011366838147810077
