feature,mean_importance
weight_sum_height,-0.0005750546426733727
eat,-0.0005253758520774255
weight_sum_age,-0.0005250069752025411
weight_multiply_height,9.042030986391447e-05
weight,0.00017150226513725774
height_diff_weight,0.0027447114159657006
age_diff_weight,0.004613013818136502
region,0.005677988052035255
age,0.00631699813823765
howlong,0.011088731266417417
height,0.011452979206800162
schedule,0.016588433834895243
age_ratio_weight,0.016623710650946262
athlete_id,0.020020099290260673
background,0.022663350730019006
experience,0.023623895248832332
height_ratio_weight,0.02442400444860552
weight_ratio_height,0.027936113442975342
weight_ratio_age,0.029763789646149987
athlete_id_ratio_weight,0.029947480021253192
gender,0.5222279480896111
