feature,mean_importance
weight,-0.0009067292599659382
eat,-0.0006363901540905659
weight_multiply_height,-0.00017572445625092526
weight_sum_height,8.428882471293586e-05
weight_sum_age,0.0005328826352124783
height_diff_weight,0.002119648251937756
age_diff_weight,0.002787729448734072
weight_ratio_age,0.004121790546705068
region,0.00693935008987478
age,0.008613220351706401
howlong,0.010603485945118557
height,0.012351493072087643
schedule,0.015864578402830353
athlete_id,0.02093180659267262
background,0.02233652320651163
experience,0.022895786160072918
height_ratio_weight,0.02548547140658815
age_ratio_weight,0.026927793261537474
weight_ratio_height,0.029173027174236706
athlete_id_ratio_weight,0.031832117925952794
gender,0.5340744957230873
